class	x2	x3	x4	x5	x6	x7	x8	x9	x10	x11	x12	x13	x14	x15	x16	x17	x18	x19	x20
4.000000	219.000000	126.000000	9.000000	0.000000	0.000000	0.388890	0.062963	14.056000	44.374000	36.185000	33.556000	43.000000	32.000000	-7.888900	20.444000	-12.556000	43.000000	0.258410	-1.942200
4.000000	44.000000	50.000000	9.000000	0.000000	0.000000	1.166700	0.960320	1.055600	0.389680	65.111000	57.333000	80.333000	57.667000	-23.333000	45.667000	-22.333000	80.333000	0.290170	-2.107800
4.000000	83.000000	143.000000	9.000000	0.000000	0.000000	1.277800	1.103900	1.222200	0.544330	50.370000	43.000000	64.778000	43.333000	-22.111000	43.222000	-21.111000	64.778000	0.341230	-2.109000
4.000000	75.000000	90.000000	9.000000	0.111110	0.000000	4.166700	3.001900	2.833300	2.770900	48.222000	41.222000	61.444000	42.000000	-21.000000	39.667000	-18.667000	61.444000	0.327630	-2.131900
2.000000	244.000000	79.000000	9.000000	0.000000	0.000000	0.555560	0.118520	1.055500	0.462970	89.444000	73.556000	115.330000	79.444000	-47.667000	77.667000	-30.000000	115.330000	0.362170	-2.241600
3.000000	48.000000	85.000000	9.000000	0.000000	0.000000	3.111100	13.452000	2.055600	6.863000	4.296300	1.333300	8.888900	2.666700	-8.888900	13.778000	-4.888900	8.888900	0.885820	-2.271500
7.000000	30.000000	251.000000	9.000000	0.000000	0.000000	2.444400	1.881700	8.000000	1.605500	20.667000	21.444000	17.778000	22.778000	2.333300	-8.666700	6.333300	22.778000	0.231420	1.287100
2.000000	91.000000	54.000000	9.000000	0.000000	0.000000	0.833330	0.408250	0.833340	0.658280	110.000000	97.889000	127.110000	105.000000	-36.333000	51.333000	-15.000000	127.110000	0.229670	-2.345700
4.000000	53.000000	42.000000	9.000000	0.000000	0.000000	3.277800	0.712320	0.611110	0.534030	28.259000	24.444000	36.222000	24.111000	-11.444000	23.889000	-12.444000	36.222000	0.337890	-2.061000
4.000000	21.000000	147.000000	9.000000	0.111110	0.000000	1.944400	1.618500	1.333300	0.844450	6.259300	5.777800	8.444400	4.555600	-1.444400	6.555600	-5.111100	8.666700	0.464070	-1.584300
6.000000	138.000000	185.000000	9.000000	0.000000	0.000000	3.055600	2.977100	1.944400	2.154200	57.074000	50.111000	71.111000	50.000000	-20.889000	42.111000	-21.222000	71.111000	0.298020	-2.088800
1.000000	189.000000	115.000000	9.000000	0.000000	0.000000	0.166670	0.033333	0.333330	0.133330	6.666700	8.222200	7.888900	3.888900	4.666700	3.666700	-8.333300	8.444400	0.538580	-0.965140
3.000000	108.000000	146.000000	9.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
5.000000	189.000000	144.000000	9.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
1.000000	82.000000	109.000000	9.000000	0.111110	0.000000	0.722220	0.240740	1.333300	0.800000	17.778000	19.222000	21.000000	13.111000	4.333300	9.666700	-14.000000	21.000000	0.376020	-1.276600
4.000000	229.000000	147.000000	9.000000	0.000000	0.111110	4.055600	14.063000	2.500000	1.277800	27.296000	20.889000	38.667000	22.333000	-19.222000	34.111000	-14.889000	38.667000	0.457410	-2.174500
3.000000	18.000000	90.000000	9.000000	0.000000	0.000000	1.055600	0.374070	0.666670	0.222220	2.814800	0.555560	6.888900	1.000000	-6.777800	12.222000	-5.444400	6.888900	0.926150	-2.164300
6.000000	186.000000	188.000000	9.000000	0.000000	0.000000	1.833300	1.260500	1.944400	1.254600	49.963000	45.111000	61.444000	43.333000	-14.556000	34.444000	-19.889000	61.444000	0.294770	-1.993400
3.000000	18.000000	87.000000	9.000000	0.000000	0.000000	1.555600	1.962600	1.888900	1.747000	2.925900	1.222200	5.666700	1.888900	-5.111100	8.222200	-3.111100	5.666700	0.862770	-2.229500
2.000000	74.000000	88.000000	9.000000	0.000000	0.000000	0.722220	0.329630	0.500000	0.211110	110.590000	101.560000	127.560000	102.670000	-27.111000	50.889000	-23.778000	127.560000	0.204670	-2.139200
3.000000	226.000000	110.000000	9.000000	0.000000	0.000000	0.333330	0.088889	0.500000	0.211110	1.666700	0.111110	4.444400	0.444440	-4.666700	8.333300	-3.666700	4.444400	0.977780	-2.156000
7.000000	132.000000	223.000000	9.000000	0.000000	0.000000	2.111100	0.720080	1.777800	0.934920	16.518000	13.222000	13.444000	22.889000	-9.888900	-9.222200	19.111000	22.889000	0.433120	2.119500
5.000000	214.000000	143.000000	9.000000	0.000000	0.000000	0.111110	0.172130	0.444440	0.172130	0.666670	0.222220	1.777800	0.000000	-1.333300	3.333300	-2.000000	1.777800	0.888890	-1.986900
7.000000	184.000000	197.000000	9.000000	0.000000	0.000000	3.055600	3.255200	4.555600	2.746000	11.963000	8.888900	9.555600	17.444000	-9.222200	-7.222200	16.444000	17.444000	0.515190	2.164300
1.000000	19.000000	55.000000	9.000000	0.000000	0.000000	1.444400	2.829600	1.277800	0.862960	21.037000	20.556000	26.667000	15.889000	-1.444400	16.889000	-15.444000	26.667000	0.404790	-1.634400
3.000000	68.000000	107.000000	9.000000	0.111110	0.000000	1.111100	3.140700	1.111100	2.563000	1.777800	0.222220	4.555600	0.555560	-4.666700	8.333300	-3.666700	4.555600	0.981480	-2.146500
5.000000	14.000000	135.000000	9.000000	0.000000	0.000000	0.277780	0.062963	0.277780	0.062963	2.888900	1.666700	6.000000	1.000000	-3.666700	9.333300	-5.666700	6.000000	0.832270	-1.958600
6.000000	202.000000	193.000000	9.000000	0.000000	0.000000	1.111100	0.750310	3.388900	2.489200	41.704000	37.889000	50.667000	36.556000	-11.444000	26.889000	-15.444000	50.667000	0.278390	-1.993000
2.000000	92.000000	62.000000	9.000000	0.000000	0.000000	1.888900	1.310900	1.888900	0.720080	123.480000	112.330000	139.330000	118.780000	-33.444000	47.556000	-14.111000	139.330000	0.193690	-2.343400
3.000000	91.000000	120.000000	9.000000	0.000000	0.000000	1.388900	0.928960	0.611110	0.772200	16.852000	11.222000	25.778000	13.556000	-16.889000	26.778000	-9.888900	25.778000	0.562160	-2.230800
4.000000	42.000000	57.000000	9.000000	0.000000	0.000000	1.388900	0.975630	1.000000	0.365150	65.704000	59.444000	79.444000	58.222000	-18.778000	41.222000	-22.444000	79.444000	0.266780	-2.030700
4.000000	189.000000	79.000000	9.000000	0.000000	0.000000	2.722200	2.329600	1.333300	0.755560	41.407000	38.000000	49.667000	36.556000	-10.222000	24.778000	-14.556000	49.667000	0.265540	-1.984600
6.000000	180.000000	179.000000	9.000000	0.000000	0.000000	2.277800	2.507400	4.555600	7.274100	35.481000	31.333000	44.111000	31.000000	-12.444000	25.889000	-13.444000	44.111000	0.301170	-2.075200
1.000000	10.000000	61.000000	9.000000	0.111110	0.000000	2.222200	3.185200	3.111100	7.185200	18.963000	18.667000	24.222000	14.000000	-0.888890	15.778000	-14.889000	24.222000	0.419520	-1.591200
5.000000	152.000000	152.000000	9.000000	0.000000	0.000000	0.166670	0.033333	2.111100	4.340700	1.407400	1.000000	2.444400	0.777780	-1.222200	3.111100	-1.888900	2.444400	0.439150	-2.000300
6.000000	123.000000	183.000000	9.000000	0.000000	0.000000	1.111100	0.651850	6.333300	36.933000	32.259000	29.444000	39.111000	28.222000	-8.444400	20.556000	-12.111000	39.111000	0.266440	-1.970800
7.000000	101.000000	197.000000	9.000000	0.000000	0.000000	3.555600	7.540700	4.944400	6.418500	21.259000	17.444000	18.778000	27.556000	-11.444000	-7.444400	18.889000	27.556000	0.394890	2.243100
3.000000	68.000000	127.000000	9.000000	0.000000	0.000000	1.055600	0.975630	1.277800	0.827760	16.370000	10.889000	26.444000	11.778000	-16.444000	30.222000	-13.778000	26.444000	0.601440	-2.035800
1.000000	42.000000	63.000000	9.000000	0.111110	0.000000	1.500000	1.100000	1.944400	2.463000	22.370000	20.333000	29.667000	17.111000	-6.111100	21.889000	-15.778000	29.667000	0.422650	-1.813900
2.000000	9.000000	72.000000	9.000000	0.000000	0.000000	0.777780	0.562960	1.500000	0.744450	125.440000	114.110000	141.110000	121.110000	-34.000000	47.000000	-13.000000	141.110000	0.191290	-2.366200
3.000000	214.000000	121.000000	9.000000	0.000000	0.000000	0.277780	0.062963	0.111110	0.074074	1.148200	0.000000	3.333300	0.111110	-3.444400	6.555600	-3.111100	3.333300	1.000000	-2.132600
4.000000	102.000000	50.000000	9.000000	0.000000	0.000000	1.611100	1.062800	1.333300	0.869230	60.852000	53.000000	75.778000	53.778000	-23.556000	44.778000	-21.222000	75.778000	0.304770	-2.129500
3.000000	58.000000	125.000000	9.000000	0.000000	0.000000	2.166700	1.110600	1.055600	0.904720	18.556000	11.111000	30.667000	13.889000	-22.333000	36.333000	-14.000000	30.667000	0.638450	-2.242000
1.000000	151.000000	143.000000	9.000000	0.000000	0.000000	0.388890	0.062963	0.500000	0.033333	5.666700	7.555600	6.444400	3.000000	5.666700	2.333300	-8.000000	7.555600	0.601190	-0.796920
4.000000	183.000000	153.000000	9.000000	0.000000	0.000000	5.000000	12.267000	3.000000	6.888900	28.000000	21.333000	38.778000	23.889000	-20.000000	32.333000	-12.333000	38.778000	0.447750	-2.242700
5.000000	203.000000	83.000000	9.000000	0.000000	0.000000	0.388890	0.136080	0.222220	0.403690	17.074000	12.889000	24.889000	13.444000	-12.556000	23.444000	-10.889000	24.889000	0.481850	-2.143800
5.000000	182.000000	152.000000	9.000000	0.000000	0.000000	0.777780	0.981310	0.833330	1.090400	0.777780	0.333330	1.666700	0.333330	-1.333300	2.666700	-1.333300	1.666700	0.705560	-2.094400
6.000000	200.000000	193.000000	9.000000	0.000000	0.000000	2.555600	2.040300	4.611100	3.592700	41.185000	37.444000	50.000000	36.111000	-11.222000	26.444000	-15.222000	50.000000	0.279880	-1.995800
2.000000	126.000000	20.000000	9.000000	0.000000	0.000000	1.000000	1.192600	1.166700	1.149900	126.560000	115.670000	142.330000	121.670000	-32.667000	47.333000	-14.667000	142.330000	0.187290	-2.328000
2.000000	169.000000	98.000000	9.000000	0.000000	0.000000	0.722220	0.151850	1.666700	0.755550	92.333000	77.333000	116.890000	82.778000	-45.000000	73.667000	-28.667000	116.890000	0.338290	-2.238500
6.000000	4.000000	189.000000	9.000000	0.000000	0.000000	2.055600	3.885200	11.722000	114.600000	26.444000	23.444000	33.000000	22.889000	-9.000000	19.667000	-10.667000	33.000000	0.271470	-2.101000
2.000000	44.000000	20.000000	9.000000	0.000000	0.000000	0.611110	0.062963	1.444400	0.562960	113.850000	102.670000	132.330000	106.560000	-33.556000	55.444000	-21.889000	132.330000	0.224140	-2.231800
3.000000	220.000000	124.000000	9.000000	0.000000	0.000000	0.222220	0.029630	0.444440	0.074074	0.888890	0.000000	2.444400	0.222220	-2.666700	4.666700	-2.000000	2.444400	1.000000	-2.161800
5.000000	104.000000	137.000000	9.000000	0.000000	0.000000	0.277780	0.151850	0.277780	0.151850	3.703700	2.111100	7.111100	1.888900	-4.777800	10.222000	-5.444400	7.111100	0.731920	-2.058500
4.000000	161.000000	73.000000	9.000000	0.000000	0.000000	0.833330	0.505520	0.611110	0.389680	43.852000	43.000000	48.778000	39.778000	-2.555600	14.778000	-12.222000	48.778000	0.184380	-1.720400
7.000000	72.000000	235.000000	9.000000	0.111110	0.000000	2.833300	1.748000	5.277800	3.137000	15.074000	12.000000	15.000000	18.222000	-9.222200	-0.222220	9.444400	18.222000	0.347480	2.586000
6.000000	180.000000	162.000000	9.000000	0.000000	0.000000	3.111100	5.763000	12.944000	9.396300	41.481000	35.667000	50.556000	38.222000	-17.444000	27.222000	-9.777800	50.556000	0.291110	-2.335400
2.000000	143.000000	24.000000	9.000000	0.000000	0.000000	1.277800	0.907410	0.888890	1.140700	127.630000	117.670000	141.670000	123.560000	-29.889000	42.111000	-12.222000	141.670000	0.169400	-2.349300
5.000000	249.000000	58.000000	9.000000	0.000000	0.000000	1.333300	0.942810	0.277780	0.327730	8.851900	6.000000	14.556000	6.000000	-8.555600	17.111000	-8.555600	14.556000	0.607770	-2.085300
1.000000	95.000000	109.000000	9.000000	0.000000	0.000000	1.000000	0.488890	1.944400	2.729600	17.259000	19.222000	20.000000	12.556000	5.888900	8.222200	-14.111000	20.444000	0.385000	-1.131200
2.000000	164.000000	49.000000	9.000000	0.000000	0.000000	1.166700	0.433340	1.500000	0.300000	126.190000	116.330000	141.780000	120.440000	-29.556000	46.778000	-17.222000	141.780000	0.179410	-2.263700
6.000000	190.000000	162.000000	9.000000	0.000000	0.000000	2.111100	3.985200	13.944000	155.130000	41.333000	35.000000	51.111000	37.889000	-19.000000	29.333000	-10.333000	51.333000	0.298470	-2.494600
5.000000	225.000000	90.000000	9.000000	0.000000	0.000000	0.388890	0.250920	0.555560	0.455420	6.592600	4.666700	11.222000	3.888900	-5.777800	13.889000	-8.111100	11.222000	0.651150	-1.987500
2.000000	155.000000	80.000000	9.000000	0.000000	0.000000	1.000000	0.177780	1.444500	0.696290	96.333000	82.444000	119.330000	87.222000	-41.667000	69.000000	-27.333000	119.330000	0.309060	-2.228700
2.000000	131.000000	15.000000	9.000000	0.111110	0.000000	0.888890	1.051800	1.888900	2.163000	130.150000	119.670000	145.330000	125.440000	-31.444000	45.556000	-14.111000	145.330000	0.176490	-2.325000
2.000000	145.000000	34.000000	9.000000	0.111110	0.000000	0.555560	0.340740	1.888900	1.140700	137.040000	131.440000	146.670000	133.000000	-16.778000	28.889000	-12.111000	146.670000	0.104540	-2.200000
6.000000	123.000000	187.000000	9.000000	0.000000	0.000000	2.666700	1.849900	3.444400	1.655500	58.667000	52.556000	72.556000	50.889000	-18.333000	41.667000	-23.333000	72.556000	0.298550	-2.013500
1.000000	108.000000	113.000000	9.000000	0.000000	0.000000	0.444440	0.207410	0.444440	0.118520	5.518500	6.888900	6.666700	3.000000	4.111100	3.444400	-7.555600	6.888900	0.566140	-0.989310
2.000000	93.000000	29.000000	9.000000	0.000000	0.000000	1.222200	1.229600	1.388900	1.574100	128.480000	119.000000	142.780000	123.670000	-28.444000	42.889000	-14.444000	142.780000	0.166480	-2.297800
1.000000	23.000000	55.000000	9.000000	0.000000	0.000000	2.222200	3.674100	1.777800	0.785190	23.444000	21.667000	31.111000	17.556000	-5.333300	23.000000	-17.667000	31.111000	0.435070	-1.771200
7.000000	85.000000	225.000000	9.000000	0.000000	0.000000	1.500000	1.005500	1.611100	1.289600	16.185000	14.444000	12.778000	21.333000	-5.222200	-10.222000	15.444000	21.333000	0.401150	1.891000
4.000000	153.000000	116.000000	9.000000	0.000000	0.000000	3.277800	2.471300	1.111100	0.834440	29.444000	25.000000	38.333000	25.000000	-13.333000	26.667000	-13.333000	38.333000	0.355760	-2.090800
6.000000	4.000000	201.000000	9.000000	0.000000	0.222220	2.722200	1.678800	5.222200	3.124600	53.704000	47.111000	67.222000	46.778000	-19.778000	40.556000	-20.778000	67.222000	0.308860	-2.075200
1.000000	23.000000	88.000000	9.000000	0.000000	0.000000	2.000000	3.200000	2.944400	1.040700	20.593000	18.778000	27.333000	15.667000	-5.444400	20.222000	-14.778000	27.333000	0.424900	-1.785200
5.000000	37.000000	130.000000	9.000000	0.000000	0.000000	0.777780	0.962960	1.277800	0.951850	1.629600	1.111100	3.000000	0.777780	-1.555600	4.111100	-2.555600	3.000000	0.855560	-1.959800
7.000000	222.000000	189.000000	9.000000	0.000000	0.000000	0.833330	1.005500	1.000000	1.192600	17.296000	14.556000	14.111000	23.222000	-8.222200	-9.555600	17.778000	23.222000	0.410420	2.060400
4.000000	114.000000	129.000000	9.000000	0.111110	0.000000	2.055600	1.143400	0.777780	0.886110	62.407000	54.222000	78.000000	55.000000	-24.556000	46.778000	-22.222000	78.000000	0.305980	-2.127000
1.000000	145.000000	101.000000	9.000000	0.111110	0.000000	0.555560	0.118520	1.611100	0.596300	22.444000	21.556000	29.222000	16.556000	-2.666700	20.333000	-17.667000	29.222000	0.432820	-1.674300
4.000000	128.000000	161.000000	9.000000	0.000000	0.000000	0.555560	0.251850	0.777780	0.162960	7.148200	5.555600	10.889000	5.000000	-4.777800	11.222000	-6.444400	10.889000	0.540920	-1.996300
1.000000	140.000000	125.000000	9.000000	0.000000	0.000000	0.277780	0.062963	0.666670	0.311110	6.185200	7.333300	7.666700	3.555600	3.444400	4.444400	-7.888900	7.777800	0.545630	-1.121800
1.000000	26.000000	93.000000	9.000000	0.000000	0.000000	2.500000	0.211110	2.111100	9.140700	20.370000	18.889000	26.778000	15.444000	-4.444400	19.222000	-14.778000	26.778000	0.419230	-1.730300
4.000000	2.000000	95.000000	9.000000	0.111110	0.000000	2.055600	1.340300	0.888890	0.910840	55.630000	47.444000	71.667000	47.778000	-24.556000	48.111000	-23.556000	71.667000	0.337760	-2.107900
6.000000	119.000000	192.000000	9.000000	0.111110	0.000000	2.500000	2.084300	6.166700	2.326200	59.556000	52.556000	74.778000	51.333000	-21.000000	45.667000	-24.667000	74.778000	0.312800	-2.038200
7.000000	56.000000	243.000000	9.000000	0.000000	0.000000	2.222200	5.274100	2.555600	0.829630	6.481500	5.111100	4.888900	9.444400	-4.111100	-4.777800	8.888900	9.444400	0.525440	2.033600
7.000000	58.000000	217.000000	9.000000	0.000000	0.000000	1.388900	1.062800	1.666700	1.349900	11.926000	9.777800	9.000000	17.000000	-6.444400	-8.777800	15.222000	17.000000	0.486600	2.006600
6.000000	160.000000	187.000000	9.000000	0.111110	0.000000	2.611100	1.937000	5.111100	3.538100	49.481000	44.667000	60.889000	42.889000	-14.444000	34.222000	-19.778000	60.889000	0.297340	-1.990600
3.000000	44.000000	123.000000	9.000000	0.000000	0.000000	1.055600	0.996300	1.000000	0.844440	1.481500	0.222220	3.666700	0.555560	-3.777800	6.555600	-2.777800	3.666700	0.961910	-2.161800
2.000000	250.000000	37.000000	9.000000	0.000000	0.000000	0.611110	0.240740	1.055500	0.951850	95.926000	80.111000	121.110000	86.556000	-47.444000	75.556000	-28.111000	121.110000	0.338490	-2.258400
1.000000	80.000000	116.000000	9.000000	0.000000	0.000000	1.500000	1.633300	1.555600	0.874070	21.704000	21.222000	27.556000	16.333000	-1.444400	17.556000	-16.111000	27.556000	0.407360	-1.632200
4.000000	209.000000	122.000000	9.000000	0.000000	0.000000	0.833330	0.077778	11.444000	90.830000	39.222000	35.778000	47.556000	34.333000	-10.333000	25.000000	-14.667000	47.556000	0.282410	-1.985000
6.000000	167.000000	189.000000	9.000000	0.000000	0.000000	3.777800	2.237700	3.777800	1.544400	58.407000	51.333000	72.444000	51.444000	-21.222000	42.111000	-20.889000	72.444000	0.295520	-2.101300
6.000000	183.000000	185.000000	9.000000	0.000000	0.000000	2.888900	1.424600	5.777800	5.556400	44.963000	40.667000	55.000000	39.222000	-12.889000	30.111000	-17.222000	55.000000	0.285740	-2.005000
3.000000	18.000000	66.000000	9.000000	0.000000	0.000000	8.666700	9.089700	10.944000	5.289000	39.889000	32.333000	49.556000	37.778000	-22.667000	29.000000	-6.333300	49.556000	0.350170	-2.430600
6.000000	229.000000	195.000000	9.000000	0.000000	0.000000	4.166700	2.277900	4.111100	2.247600	47.704000	42.444000	58.889000	41.778000	-15.778000	33.556000	-17.778000	58.889000	0.290280	-2.052700
1.000000	147.000000	92.000000	9.000000	0.000000	0.000000	1.111100	0.429630	1.388900	2.240700	23.444000	22.778000	30.000000	17.556000	-2.000000	19.667000	-17.667000	30.000000	0.414360	-1.653900
3.000000	36.000000	145.000000	9.000000	0.000000	0.000000	0.277780	0.196300	1.277800	2.063000	0.851850	0.333330	1.444400	0.777780	-1.555600	1.777800	-0.222220	1.444400	0.251850	-2.530900
5.000000	245.000000	129.000000	9.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
4.000000	96.000000	123.000000	9.000000	0.000000	0.000000	1.277800	0.151850	1.833300	2.077800	21.630000	14.778000	34.222000	15.889000	-20.556000	37.778000	-17.222000	34.222000	0.559550	-2.149800
2.000000	8.000000	39.000000	9.000000	0.111110	0.000000	1.388900	1.129600	1.833300	0.700000	113.370000	102.560000	132.000000	105.560000	-32.444000	55.889000	-23.444000	132.000000	0.222950	-2.198200
4.000000	224.000000	124.000000	9.000000	0.000000	0.000000	3.166700	9.544400	7.388900	70.196000	43.148000	39.222000	52.667000	37.556000	-11.778000	28.556000	-16.778000	52.667000	0.290980	-1.981000
2.000000	243.000000	48.000000	9.000000	0.000000	0.000000	1.222200	0.207410	1.277800	1.263000	134.850000	127.560000	146.110000	130.890000	-21.889000	33.778000	-11.889000	146.110000	0.126970	-2.278400
3.000000	31.000000	88.000000	9.000000	0.111110	0.000000	0.888890	0.607410	2.166700	1.988900	5.259300	1.555600	10.111000	4.111100	-11.111000	14.556000	-3.444400	10.111000	0.851380	-2.396700
2.000000	160.000000	30.000000	9.000000	0.000000	0.000000	0.222220	0.272160	0.611110	0.611620	111.220000	97.667000	129.000000	107.000000	-40.667000	53.333000	-12.667000	129.000000	0.242850	-2.405300
6.000000	190.000000	188.000000	9.000000	0.000000	0.000000	2.000000	1.563500	2.277800	1.781600	49.704000	44.667000	61.778000	42.667000	-15.111000	36.222000	-21.111000	61.778000	0.309240	-1.984600
6.000000	173.000000	186.000000	9.000000	0.000000	0.111110	3.222200	2.115200	5.500000	3.507100	53.444000	48.222000	65.889000	46.222000	-15.667000	37.333000	-21.667000	65.889000	0.298300	-1.988300
2.000000	240.000000	26.000000	9.000000	0.000000	0.000000	1.222200	1.007400	0.888890	0.207410	136.890000	131.000000	146.560000	133.110000	-17.667000	29.000000	-11.333000	146.560000	0.106100	-2.230700
7.000000	237.000000	191.000000	9.000000	0.000000	0.000000	1.000000	0.311110	1.500000	1.011100	7.333300	5.333300	5.444400	11.222000	-6.000000	-5.666700	11.667000	11.222000	0.535820	2.122400
1.000000	127.000000	118.000000	9.000000	0.222220	0.000000	1.722200	1.529600	3.444400	9.496300	22.741000	21.556000	29.000000	17.667000	-3.555600	18.778000	-15.222000	29.000000	0.390400	-1.707400
6.000000	187.000000	162.000000	9.000000	0.000000	0.000000	1.500000	1.144400	11.667000	73.111000	43.222000	36.778000	53.667000	39.222000	-19.333000	31.333000	-12.000000	53.667000	0.300180	-2.391700
7.000000	164.000000	178.000000	9.000000	0.222220	0.000000	1.388900	0.862960	2.500000	1.455600	23.815000	20.222000	21.111000	30.111000	-10.778000	-8.111100	18.889000	30.111000	0.329210	2.190300
1.000000	88.000000	115.000000	9.000000	0.000000	0.000000	1.666700	1.822200	4.166700	4.211100	22.037000	21.333000	28.000000	16.778000	-2.111100	17.889000	-15.778000	28.000000	0.397360	-1.619600
2.000000	230.000000	12.000000	9.000000	0.000000	0.000000	0.888890	0.272160	1.611100	0.975630	119.040000	107.220000	135.330000	114.560000	-35.444000	48.889000	-13.444000	135.330000	0.207670	-2.368900
2.000000	11.000000	50.000000	9.000000	0.111110	0.000000	1.777800	1.003700	1.111100	0.910840	109.260000	93.889000	130.330000	103.560000	-46.111000	63.222000	-17.111000	130.330000	0.279700	-2.372000
4.000000	58.000000	48.000000	9.000000	0.000000	0.000000	2.277800	0.250930	0.277780	0.250920	40.852000	35.444000	52.444000	34.667000	-16.222000	34.778000	-18.556000	52.444000	0.339120	-2.048700
5.000000	51.000000	141.000000	9.000000	0.000000	0.000000	0.555560	0.118520	0.222220	0.074074	0.703700	0.333330	1.777800	0.000000	-1.111100	3.222200	-2.111100	1.777800	0.888890	-1.921200
